Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Wed, 13 Apr 2022 09:14:27 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2009-0362-PHL,2009,0362,,Technological,Technological,Transport accident,Water,,Ferry Super Ferry 9,Philippines (the),PHL,South-Eastern Asia,Asia,Coast of Zamboanga,,,,,No,No,,,,,,,,2009,9,6,2009,9,6,10,,900,,900,,,,,,,79.17380276,,,,
2009-0578-PHL,2009,0578,,Technological,Technological,Transport accident,Water,,"Boat ""Catalyn B"" and ""Nathalia""",Philippines (the),PHL,South-Eastern Asia,Asia,Limbones Isl. (Manilla Bay),,,,,No,No,,,,,,,,2009,12,23,2009,12,24,27,,,,,,,,,,,79.17380276,,,,
2009-0513-THA,2009,0513,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Songkhla, Narathiwat, Pattani, Yala, Chumphon, Surat Thani, Nakhon Si Thammarat, Phatthalung provinces",Monsoonal rain,,,,,,,35580,Km2,18.48,-91.05,,,2009,11,7,2009,11,8,15,,200000,,200000,,,,,,,79.17380276,1,2862;2880;2882;2887;2890;2913;2916;2925,,"Chumphon, Nakhon Si Thammarat, Narathiwat, Pattani, Phatthalung, Songkhla, Surat Thani, Yala (Adm1)."
2009-0247-VNM,2009,0247,FL-2009-000124,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Bac Kan, Cao Bang, Ha Giang, Lai Chau provinces",Heavy rains,,,,,,,69860,Km2,20.67,104.3,,,2009,7,3,2009,7,6,20,,700000,,700000,,,,,,,79.17380276,1,3328;3338;3345;73938,,"Bac Kan, Cao Bang, Ha Giang, Lai Chau (Adm1)."
2009-0611-VNM,2009,0611,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",Heavy rain,,,,,,,47600,Km2,15.19,108.02,,,2009,9,25,2009,9,28,17,,40000,,40000,,,,,,,79.17380276,1,3333;3340;3344;3349;3357;3366;3371;3372;3374;3376;3383,,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue (Adm1)."
2009-0476-VNM,2009,0476,,Natural,Hydrological,Landslide,Landslide,,,Viet Nam,VNM,South-Eastern Asia,Asia,Bac Tra My district (Quang Nam province),Heavy rains,,,,,,,,,,,,,2009,11,6,2009,11,6,13,1,,,1,,,,,,,79.17380276,2,,74178,Bac Tra My (Adm2).
2009-0422-VNM,2009,0422,TC-2009-000214,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Pepeng"" (Parma)",Viet Nam,VNM,South-Eastern Asia,Asia,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,,,,,,,Kph,,,,,2009,10,14,2009,10,14,,,,,,,,,,200,253,79.17380276,1,3328;3329;3331;3338;3345;3346;3347;3348;3350;3351;3353;3354;3360;3364;3367;3369;3375;3378;3380;3381;3382;3387;3389;3390;73936;73938;73939,,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai (Adm1)."
2010-0554-MMR,2010,0554,TC-2010-000211,Natural,Meteorological,Storm,Tropical cyclone,,"Cyclone ""Giri""",Myanmar,MMR,South-Eastern Asia,Asia,"Kyaukpyu, Manaung areas (Kyaukpyu district, Rakhine province), Minbya, Myebon, Pauktaw areas (Sittwe district, Rakhine province), Salin area (Minbu district, Magway province), Seikphyu, Pakokku, Paukkhaung areas (Pakokku district, Magway province)",,Tsunami/Tidal wave,Flood,Yes,,,,193,Kph,,,,,2010,10,22,2010,10,22,45,49,260000,,260049,,,,,57000,70832,80.47228515,2,,41798;41799;41811;41813,"Kyaukpyu, Minbu, Pakokku, Sittwe (Adm2)."
2010-0231-MMR,2010,0231,FL-2010-001140,Natural,Hydrological,Landslide,Landslide,,,Myanmar,MMR,South-Eastern Asia,Asia,"Maungdaw, Buthidaung districts (Rakhine province)",,"Slide (land, mud, snow, rock)",,,,,,,,,,,,2010,6,17,2010,6,17,68,,145000,,145000,,,,,,,80.47228515,2,,41810;41812,"Buthidaung, Maungdaw (Adm2)."
2010-0020-PHL,2010,0020,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Jabonga, Las Nieves, Santiago areas (Agusan del Norte district, Region XIII province), Mainit area (Surigao Del Norte district, Region XIII province), Prosperidad, San Francisco areas (Agusan del Sur district, Region XIII province), Cagdianao, Loreto areas (Dinagat district, Region XIII province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2010,1,14,2010,1,17,2,,40198,,40198,,,,,22,27,80.47228515,2,,24275;24276;67168;67169,"Agusan Del Norte, Agusan Del Sur, Dinagat, Surigao Del Norte (Adm2)."
2010-0488-PHL,2010,0488,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Polomok, Koronadal City, Banga, Tupi areas (South Cotabato district, Region XII province), Lambayong, Tacurong City areas (Sultan Kudarat district, Region XII province), Marilog, Davao City areas (Davao Del Sur district, Region XI province), Kalilangan areas (Bukidnon Region X province), Cagayan de Oro City area (Misamis Oriental district, Region X province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2010,9,10,2010,9,17,6,9,46704,,46713,,,,,3156,3922,80.47228515,2,,24262;24265;24268;24271;24274,"Bukidnon, Davao Del Sur, Misamis Oriental, South Cotabato, Sultan Kudarat (Adm2)."
2010-0659-PHL,2010,0659,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Palawan district (Region IV province), Albay, Sorsogon, Catanduanes districts (Region V province), Bohol, Cebu districts (Region VII (Central Visayas) province), Eastern Samar, Leyte, Samar, Northern Samar, Southern Leyte districts (Region VIII province), Camiguin, Lanao del Norte districts (Region X (Northern Mindanao) province), Compostela, Davao Oriental, Davao del Norte, Davao del Sur districts (Region XI (Davao region) province), South Cobato district (Region XII province), Agusan del Norte, Agusan del Sur, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province), Maguindanao district (ARMM province)",Continuous rains due to tail-end of a cold front,"Slide (land, mud, snow, rock)",,,,,,10773,Km2,8.132,125.57,,,2010,12,24,2011,1,25,110,13,1972433,,1972446,,,,,47411,58916,80.47228515,2,,24233;24240;24243;24245;24252;24253;24257;24258;24259;24260;24261;24263;24266;24267;24268;24269;24271;24272;24275;24276;24278;67169;67174,"Agusan Del Norte, Agusan Del Sur, Albay, Bohol, Camiguin, Catanduanes, Cebu, Compostela, Davao del Norte, Davao Del Sur, Davao Oriental, Eastern Samar, Lanao Del Norte, Leyte, Maguindanao, Northern Samar, Palawan, Samar, Sorsogon, South Cotabato, Southern Leyte, Surigao Del Norte, Surigao Del Sur (Adm2)."
2010-0585-PHL,2010,0585,FL-2010-000219,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Isabela, Cagayan, Quirino districts (Region II province), Kalinga district (CAR province), Aurora district (Region III province)",Torrential rain,"Slide (land, mud, snow, rock)",,,,,,15301,Km2,17.71,121.8,,,2010,11,1,2010,11,10,16,,450673,,450673,,,,,,,80.47228515,2,,24208;24216;24217;24219;24226,"Aurora, Cagayan, Isabela, Kalinga, Quirino (Adm2)."
2010-0308-PHL,2010,0308,TC-2010-000131,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Conson (Basyang),Philippines (the),PHL,South-Eastern Asia,Asia,"Manila City, Muntinlupa City, Pateros areas (Metropolitan Manila district, National Capital region (NCR) province), Dingalan area (Aurora district, Region III (Central Luzon) province), Abucay, Bagac, Balanga, Limay, Mariveles, Morong, Orani, Orion, Samal (Bataan district, Region III (Central Luzon) province), Malolos city (Bulacan district, Region III (Central Luzon) province), Masantol area (Pampanga district, Region III (Central Luzon) province), Basud, Capalonga, Daet, Jose Panganiban, Labo, Mercedes, Paracale, San Lorenzo Ruiz, Santa Elena, Talisay, Vinzons areas (Camarines Norte district, Region V (Bicol region) province), Bombon, Caramoan, Lagonoy, Pasacao, Siruma areas (Camarines Sur district, Region V (Bicol region) province), Bagamanoc, Caramoran, Gigmoto, Pandan areas (Catanduanes district, Region V (Bicol region) province), Region IV-A (Calabarzon) province",,Flood,,,,Yes,,120,Kph,17.1,121.47,,,2010,7,12,2010,7,15,146,91,585383,,585474,,,,,8675,10780,80.47228515,1;2,67166,24210;24220;24221;24223;24226;24241;24242;24243,"Region IV-A (Calabarzon) (Adm1). Aurora, Bataan, Bulacan, Camarines Norte, Camarines Sur, Catanduanes, Metropolitan Manila, Pampanga (Adm2)."
2010-0383-PHL,2010,0383,TC-2010-000157,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Ester (Dianmu),Philippines (the),PHL,South-Eastern Asia,Asia,"Sitio Sabitan area (Santo Rosario borough, Malolos city, Bulacan district, Region III (Central Luzon) province), Navostas area (Metropolitan Manila district, National Capital region (NCR) province), Region IV (Southern Tagalog) province",,Transport accident,,,,,,95,Kph,,,,,2010,8,9,2010,8,9,31,,1045,,1045,,,,,,,80.47228515,1;2,67167,24210;24221,"Region IV (Southern Tagalog) (Adm1). Bulacan, Metropolitan Manila (Adm2)."
2010-0552-KHM,2010,0552,FF-2010-000207,Natural,Hydrological,Flood,Riverine flood,,,Cambodia,KHM,South-Eastern Asia,Asia,"Banteay Meanchey, Battambang, Otdar Meanchey, Pailin, Preah Vihear, Pursat provinces",Heavy rains,,,,,,,,Km2,,,,,2010,10,20,2010,11,9,8,,,,,,,,,70000,86986,80.47228515,1,791;792;804;805;807;809,,"Banteay Meanchey, Battambang, Otdar Meanchey, Pailin, Preah Vihear, Pursat (Adm1)."
2010-0538-KHM,2010,0538,,Technological,Technological,Miscellaneous accident,Other,,Poisoning,Cambodia,KHM,South-Eastern Asia,Asia,Kampong Chan province,,,,,No,No,,,,,,,,2010,10,18,2010,10,18,12,,,,,,,,,,,80.47228515,,,,
2010-0608-KHM,2010,0608,,Technological,Technological,Miscellaneous accident,Other,,Stampede,Cambodia,KHM,South-Eastern Asia,Asia,Phnom Penh,,,,,No,No,,,,,,,,2010,11,22,2010,11,22,346,388,,,388,,,,,,,80.47228515,,,,
2010-0535-MMR,2010,0535,,Technological,Technological,Transport accident,Water,,,Myanmar,MMR,South-Eastern Asia,Asia,Irrawaddy delta,,,,,No,No,,,,,,,,2010,10,6,2010,10,6,22,,,,,,,,,,,80.47228515,,,,
2010-0561-MMR,2010,0561,,Technological,Technological,Industrial accident,Fire,,Oil well,Myanmar,MMR,South-Eastern Asia,Asia,Pakkoku (Magway),,,,,No,No,,,m3,,,,,2010,10,24,2010,10,24,14,58,,,58,,,,,,,80.47228515,,,,
2010-0636-MYS,2010,0636,,Technological,Technological,Transport accident,Road,,,Malaysia,MYS,South-Eastern Asia,Asia,Center,,,,,No,No,,,,,,,,2010,12,20,2010,12,20,26,11,,,11,,,,,,,80.47228515,,,,
2010-0606-PHL,2010,0606,,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Bulusan,Philippines (the),PHL,South-Eastern Asia,Asia,"Casiguran, Juban, Irosin, Magallanes areas (Sorsogon district, Region V (Bicol region) province)",,,,,,,,,,12.77,124.05,,,2010,11,9,2010,11,9,,,14161,,14161,,,,,,,80.47228515,2,,24245,Sorsogon (Adm2).
2010-0398-PHL,2010,0398,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Brgys Putik, Tugbungan, Boalan barangays villages (Zamboanga City area, Zamboanga Del Sur district, Region IX province)",,,,,,,,,Km2,,,,,2010,8,15,2010,8,15,,,505,,505,,,,,,,80.47228515,2,,67164,Zamboanga Del Sur (Adm2).
2010-0033-PHL,2010,0033,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Naujan, Baco areas (Mindoro Oriental district, Region IV province)",Heavy rains,,,,,,,,Km2,,,,"Bucayao, Mag-asawang Tubig rivers",2010,1,17,2010,1,17,1,,15480,,15480,,,,,,,80.47228515,2,,24232,Mindoro Oriental (Adm2).
2010-0232-PHL,2010,0232,FL-2010-000107,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,Sultan Kudarat district (Region XII province),Torrential rain,,,,,,,22340,Km2,6.78,125.3,,,2010,5,28,2010,6,1,27,,40000,,40000,,,,,,,80.47228515,2,,24274,Sultan Kudarat (Adm2).
2010-0281-PHL,2010,0281,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Sultan Kudarat district (Region XII province), Shariff Kabunsuan, Maguindanao districts (ARMM province)",Heavy rains,,,,,,,,Km2,,,,,2010,6,1,2010,6,1,,,200000,,200000,,,,,,,80.47228515,2,,24274;67174;67175,"Maguindanao, Shariff Kabunsuan, Sultan Kudarat (Adm2)."
2010-0371-PHL,2010,0371,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Sultan Kudarat, Pagalundan, Datu Montawal areas (Maguindanao district, ARMM province), Lambayong area (Sultan Kudarat district, Region XII province), Kabacan area (North Cotabato district, Region XII province)",Moderate and heavy rain,,,,,,,,Km2,,,,Simuay river,2010,7,13,2010,7,31,,,80920,,80920,,,,,,,80.47228515,2,,24273;24274;67174,"Maguindanao, North Cotabato, Sultan Kudarat (Adm2)."
2010-0031-PHL,2010,0031,,Natural,Hydrological,Landslide,Landslide,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Cagdiana area (Dinagat district, Region XIII (Caraga) province)",Continuous heavy rains,,,,,,,,,,,,,2010,1,1,2010,1,1,2,2,925,,927,,,,,78,97,80.47228515,2,,67168,Dinagat (Adm2).
2010-0543-PHL,2010,0543,TC-2010-000205,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Megi (Juan),Philippines (the),PHL,South-Eastern Asia,Asia,"Aringuay, Bangar areas (La Union district, Region I (Ilocos region) province), Bolinao areas (Pangasinan district, Region I (Ilocos region) province), Aparri, Claveria, Gonzaga, Iguig, Lasam, Rizal, Santa Aba, Santa Praxedes, Santa Teresita, Santo Nino, Tiao areas (Cagayan district, Region II (Cagayan Valley) province), Dinapigue, Divilacan, San Mariano, Santa Maria (Isabela district, Region II (Cagayan Valley) province), Casiguran, Dilasag, Dinalungan areas (Aurora district, Region III (Central Luzon) province), Bagio City, Itogon, La Trinidad, Tublay areas (Benguet district, Cordillera Administrative region (CAR) province), Pinukbuk, Tabuk areas (Kalinga district, Cordillera Administrative region (CAR) province), Tadian area (Mountain Province district, Cordillera Administrative region (CAR) province)",,,,Yes,,Yes,,260,Kph,,,,,2010,10,18,2010,10,18,35,42,2008984,,2009026,,,,,275745,342658,80.47228515,2,,24206;24208;24209;24213;24214;24216;24217;24226,"Aurora, Benguet, Cagayan, Isabela, Kalinga, La Union, Mountain Province, Pangasinan (Adm2)."
2010-0391-PHL,2010,0391,EP-2010-000146,Natural,Biological,Epidemic,Viral disease,,Dengue,Philippines (the),PHL,South-Eastern Asia,Asia,"National Capital, Ilocos, Cagayan Valley, Cordillera Administrative Region, Central Luzon, Calabarzon, Mimaropa, Bicol, Western Visayas, Eastern Visayas, Zamboanga Peninsula, Nordern Mindanao, Davao, Soccsksargen, Autonomos Region of Muslim Mindanao, Caraga",,,,,No,Yes,,,Vaccinated,,,,,2010,1,1,2010,11,,737,123939,,,123939,,,,,,,80.47228515,,,,
2010-0095-PHL,2010,0095,,Technological,Technological,Transport accident,Road,,,Philippines (the),PHL,South-Eastern Asia,Asia,Near Pugo,,,,,No,No,,,,,,,,2010,3,6,2010,3,6,12,11,,,11,,,,,,,80.47228515,,,,
2010-0226-PHL,2010,0226,,Technological,Technological,Transport accident,Road,,,Philippines (the),PHL,South-Eastern Asia,Asia,Cebu Island,,,,,No,No,,,,,,,,2010,6,13,2010,6,13,15,,,,,,,,,,,80.47228515,,,,
2010-0412-PHL,2010,0412,,Technological,Technological,Transport accident,Road,,,Philippines (the),PHL,South-Eastern Asia,Asia,Near Baguio,,,,,No,No,,,,,,,,2010,8,18,2010,8,18,40,9,,,9,,,,,,,80.47228515,,,,
2010-0620-PHL,2010,0620,,Technological,Technological,Transport accident,Water,,,Philippines (the),PHL,South-Eastern Asia,Asia,Near Batanes Isl.,,,,,No,No,,,,,,,,2010,12,3,2010,12,3,10,,14,,14,,,,,,,80.47228515,,,,
2010-0165-PHL,2010,0165,,Technological,Technological,Miscellaneous accident,Fire,,Urban slum,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla,,,,,No,No,,,,,,,,2010,4,25,2010,4,25,,,,2000,2000,,,,,,,80.47228515,,,,
2010-0632-PHL,2010,0632,,Technological,Technological,Miscellaneous accident,Fire,,"Hotel ""Bed and Breakfast""",Philippines (the),PHL,South-Eastern Asia,Asia,Tuguegarao city,,,,,No,No,,,,,,,,2010,12,18,2010,12,19,15,,,,,,,,,,,80.47228515,,,,
2010-0552-THA,2010,0552,FF-2010-000207,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Chainat, Singburi, Ang Thong, Suphanburi, Phra Nakhon Si Ayudhya, Lopburi, Nakhon Sawan, Saraburi, Nakhon Nayok, Nonthaburi, Pathum Thani, Nakhon Pathom, Uthai Thani, Samut Prakarn, Chaiyaphum, Si Saket, Surin, Buriram, Khon Kaen, Kalasin, Maha Sarakham, Ubon Ratchathani, Nong Bua Lamphu, Nakhon Ratchasima, Roi Et, Songkhla, Satun, Trang, Narathiwat, Pattani, Phatthalung, Yala, Surat Thani, Nakhon Si Thammarat, Krabi, Chumphon, Ranong provinces","Heavy rains, Moonson rain",,,Yes,,,,3873,Km2,15.03,102.2,,Chao Phraya river,2010,10,10,2010,12,10,258,,8970653,,8970653,,,,,332000,412564,80.47228515,1,2852;2854;2856;2857;2862;2863;2866;2867;2871;2873;2875;2876;2878;2879;2880;2882;2883;2885;2886;2887;2890;2896;2900;2903;2906;2909;2910;2911;2912;2913;2915;2916;2917;2920;2921;2923;2925,,"Ang Thong, Buriram, Chainat, Chaiyaphum, Chumphon, Kalasin, Khon Kaen, Krabi, Lopburi, Maha Sarakham, Nakhon Nayok, Nakhon Pathom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Narathiwat, Nong Bua Lamphu, Nonthaburi, Pathum Thani, Pattani, Phatthalung, Phra Nakhon Si Ayudhya, Ranong, Roi Et, Samut Prakarn, Saraburi, Satun, Si Saket, Singburi, Songkhla, Suphanburi, Surat Thani, Surin, Trang, Ubon Ratchathani, Uthai Thani, Yala (Adm1)."
2010-0386-THA,2010,0386,,Natural,Biological,Epidemic,Viral disease,,Dengue,Thailand,THA,South-Eastern Asia,Asia,"Nam Yuen, Na Ja Luay, Nam Kun, Buntharik districts (Ubon Ratchathani)",,,,,No,No,,,Vaccinated,,,,,2010,8,,2010,8,10,2,,880,,880,,,,,,,80.47228515,,,,
2010-9132-THA,2010,9132,,Natural,Climatological,Drought,Drought,,,Thailand,THA,South-Eastern Asia,Asia,"Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit provinces",,,,,,Yes,,,Km2,,,,,2010,3,,2011,3,,,,6482602,,6482602,,,,,,,80.47228515,1,2852;2856;2857;2860;2863;2864;2866;2868;2870;2871;2873;2874;2877;2878;2879;2881;2883;2884;2891;2894;2895;2896;2897;2905;2909;2912;2914;2915;2922;2923;2924,,"Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit (Adm1)."
2010-0135-THA,2010,0135,,Technological,Technological,Miscellaneous accident,Fire,,"Refugee camp ""Karreni""",Thailand,THA,South-Eastern Asia,Asia,Mae Hong Son,,,,,No,No,,,,,,,,2010,3,24,2010,3,24,,,,300,300,,,,,,,80.47228515,,,,
2010-0515-VNM,2010,0515,FL-2010-000194,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Tinh, Quang Binh, Quang Tri, Nghe An, Thua Thien - Hue provinces",Heavy rains associated with Tropical depression 14,,,Yes,,,,,Km2,,,,,2010,10,1,2010,10,6,84,75,679750,,679825,,,,,142500,177080,80.47228515,1,3349;3366;3371;3376;3383,,"Ha Tinh, Nghe An, Quang Binh, Quang Tri, Thua Thien - Hue (Adm1)."
2010-0539-VNM,2010,0539,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An, Ha Tinh, Quang Binh provinces",Heavy rains,,,,,,,,Km2,,,,,2010,10,14,2010,10,18,21,,761000,,761000,,,,,154000,191370,80.47228515,1,3349;3366;3371,,"Ha Tinh, Nghe An, Quang Binh (Adm1)."
2010-0573-VNM,2010,0573,FL-2010-000194,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ninh Thuan, Khanh Hoa, Phu Yen, Binh Dinh, Quang Ngai, Dak Lak provinces",Heavy rains,,,,,,,33659,Km2,12.52,108.9,,,2010,10,29,2010,11,10,31,8,39000,,39008,,,,,107700,133835,80.47228515,1,3333;3355;3368;3370;3374;73934,,"Binh Dinh, Dak Lak, Khanh Hoa, Ninh Thuan, Phu Yen, Quang Ngai (Adm1)."
2010-0597-VNM,2010,0597,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Thua Thien-Hue, Quang Ngai, Quang Nam provinces",Heavy rains,,,,,,,45584,Km2,15.1821,108.8,,,2010,11,12,2010,11,17,50,,10000,,10000,,,,,256000,318122,80.47228515,1,3372;3374;3383,,"Quang Nam, Quang Ngai, Thua Thien - Hue (Adm1)."
2010-0308-VNM,2010,0308,TC-2010-000131,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Conson (Basyang),Viet Nam,VNM,South-Eastern Asia,Asia,"Thanh Hoa, Quang Ngai, Quang Ninh provinces",,,,,,,,,Kph,,,,,2010,7,17,2010,7,17,11,,,1500,1500,,,,,500,621,80.47228515,1,3374;3375;3382,,"Quang Ngai, Quang Ninh, Thanh Hoa (Adm1)."
2011-0157-PHL,2011,0157,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Bebeng (Aere),Philippines (the),PHL,South-Eastern Asia,Asia,"Bulacan, Zambales districts (Region III (Central Luzon) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Leyte, Northern Samar, Samar districts (Region VIII (Eastern Visayas) province), National Capital region (NCR), Region V (Bicol region)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2011,5,8,2011,5,11,37,11,430081,,430092,,,,,31259,37656,83.01267439,1;2,2355;2361,24221;24225;24253;24257;24258;24259;24261,"National Capital region (NCR), Region V (Bicol region) (Adm1). Bulacan, Cebu, Eastern Samar, Leyte, Northern Samar, Samar, Zambales (Adm2)."
2011-0203-PHL,2011,0203,,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Dodong"" (Sarika)",Philippines (the),PHL,South-Eastern Asia,Asia,"National Capital region (NCR), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon) provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2011,6,9,2011,6,10,9,1,1151,,1152,,,,,,,83.01267439,1,2355;67165;67166;67167,,"National Capital region (NCR), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon) (Adm1)."
2011-0231-PHL,2011,0231,,Natural,Meteorological,Storm,Tropical cyclone,,"Topical storm ""Meari"" (Falcon)",Philippines (the),PHL,South-Eastern Asia,Asia,"Pangasinan district (Region I (Ilocos region) province), Batangas, Cavite, Rizal districts (Region IV-A (Calabarzon) province), Albay, Camarines Sur districts (Region V (Bicol region) province, National Capital region (NCR), Region III (Central Luzon) provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,120,Kph,,,,,2011,6,21,2011,6,25,20,4,1700085,,1700089,,,,,12869,15502,83.01267439,1;2,2355;67165,24214;24227;24228;24235;24240;24242,"National Capital region (NCR), Region III (Central Luzon) (Adm1). Albay, Batangas, Camarines Sur, Cavite, Pangasinan, Rizal (Adm2)."
